data_fato,ano,mes,mes_nome,data_mes,dia_da_semana_num,dia_da_semana,periodo_dia,fim_de_semana
2025-09-08,2025.0,9.0,SET,2025-09-01,0.0,SEG,TARDE,False
2025-09-08,2025.0,9.0,SET,2025-09-01,0.0,SEG,MADRUGADA,False
2025-09-08,2025.0,9.0,SET,2025-09-01,0.0,SEG,NOITE,False
2025-09-09,2025.0,9.0,SET,2025-09-01,1.0,TER,MANHA,False
2025-09-09,2025.0,9.0,SET,2025-09-01,1.0,TER,MADRUGADA,False
2025-09-09,2025.0,9.0,SET,2025-09-01,1.0,TER,,False
2025-09-10,2025.0,9.0,SET,2025-09-01,2.0,QUA,,False
2025-09-10,2025.0,9.0,SET,2025-09-01,2.0,QUA,MANHA,False
2025-09-10,2025.0,9.0,SET,2025-09-01,2.0,QUA,TARDE,False
2025-09-10,2025.0,9.0,SET,2025-09-01,2.0,QUA,MADRUGADA,False
2025-09-10,2025.0,9.0,SET,2025-09-01,2.0,QUA,NOITE,False
2025-09-11,2025.0,9.0,SET,2025-09-01,3.0,QUI,TARDE,False
2025-09-11,2025.0,9.0,SET,2025-09-01,3.0,QUI,NOITE,False
2025-09-11,2025.0,9.0,SET,2025-09-01,3.0,QUI,,False
2025-09-11,2025.0,9.0,SET,2025-09-01,3.0,QUI,MANHA,False
2025-09-12,2025.0,9.0,SET,2025-09-01,4.0,SEX,MANHA,False
2025-09-12,2025.0,9.0,SET,2025-09-01,4.0,SEX,TARDE,False
2025-09-12,2025.0,9.0,SET,2025-09-01,4.0,SEX,NOITE,False
2025-10-01,2025.0,10.0,OUT,2025-10-01,2.0,QUA,MADRUGADA,False
2025-10-01,2025.0,10.0,OUT,2025-10-01,2.0,QUA,,False
2025-10-01,2025.0,10.0,OUT,2025-10-01,2.0,QUA,TARDE,False
2025-10-01,2025.0,10.0,OUT,2025-10-01,2.0,QUA,NOITE,False
2025-10-01,2025.0,10.0,OUT,2025-10-01,2.0,QUA,MANHA,False
2025-10-02,2025.0,10.0,OUT,2025-10-01,3.0,QUI,MADRUGADA,False
2025-10-02,2025.0,10.0,OUT,2025-10-01,3.0,QUI,,False
2025-10-02,2025.0,10.0,OUT,2025-10-01,3.0,QUI,MANHA,False
2025-10-02,2025.0,10.0,OUT,2025-10-01,3.0,QUI,NOITE,False
2025-10-02,2025.0,10.0,OUT,2025-10-01,3.0,QUI,TARDE,False
2025-10-03,2025.0,10.0,OUT,2025-10-01,4.0,SEX,MANHA,False
2025-10-03,2025.0,10.0,OUT,2025-10-01,4.0,SEX,,False
2025-10-03,2025.0,10.0,OUT,2025-10-01,4.0,SEX,TARDE,False
2025-10-04,2025.0,10.0,OUT,2025-10-01,5.0,SAB,MANHA,True
2025-10-04,2025.0,10.0,OUT,2025-10-01,5.0,SAB,MADRUGADA,True
2025-10-05,2025.0,10.0,OUT,2025-10-01,6.0,DOM,MANHA,True
2025-10-05,2025.0,10.0,OUT,2025-10-01,6.0,DOM,,True
2025-10-05,2025.0,10.0,OUT,2025-10-01,6.0,DOM,NOITE,True
2025-10-06,2025.0,10.0,OUT,2025-10-01,0.0,SEG,MANHA,False
2025-10-06,2025.0,10.0,OUT,2025-10-01,0.0,SEG,TARDE,False
2025-10-06,2025.0,10.0,OUT,2025-10-01,0.0,SEG,NOITE,False
2025-10-06,2025.0,10.0,OUT,2025-10-01,0.0,SEG,,False
2025-10-07,2025.0,10.0,OUT,2025-10-01,1.0,TER,MANHA,False
2025-10-07,2025.0,10.0,OUT,2025-10-01,1.0,TER,TARDE,False
2025-10-07,2025.0,10.0,OUT,2025-10-01,1.0,TER,,False
2025-10-07,2025.0,10.0,OUT,2025-10-01,1.0,TER,NOITE,False
2025-10-07,2025.0,10.0,OUT,2025-10-01,1.0,TER,MADRUGADA,False
2025-10-08,2025.0,10.0,OUT,2025-10-01,2.0,QUA,TARDE,False
2025-10-08,2025.0,10.0,OUT,2025-10-01,2.0,QUA,,False
2025-10-08,2025.0,10.0,OUT,2025-10-01,2.0,QUA,NOITE,False
2025-10-08,2025.0,10.0,OUT,2025-10-01,2.0,QUA,MANHA,False
2025-10-08,2025.0,10.0,OUT,2025-10-01,2.0,QUA,MADRUGADA,False
2025-10-09,2025.0,10.0,OUT,2025-10-01,3.0,QUI,MANHA,False
2025-10-09,2025.0,10.0,OUT,2025-10-01,3.0,QUI,TARDE,False
2025-10-09,2025.0,10.0,OUT,2025-10-01,3.0,QUI,NOITE,False
2025-10-09,2025.0,10.0,OUT,2025-10-01,3.0,QUI,MADRUGADA,False
2025-10-10,2025.0,10.0,OUT,2025-10-01,4.0,SEX,TARDE,False
2025-10-10,2025.0,10.0,OUT,2025-10-01,4.0,SEX,MANHA,False
2025-10-10,2025.0,10.0,OUT,2025-10-01,4.0,SEX,NOITE,False
2025-10-11,2025.0,10.0,OUT,2025-10-01,5.0,SAB,TARDE,True
2025-10-11,2025.0,10.0,OUT,2025-10-01,5.0,SAB,MANHA,True
2025-10-12,2025.0,10.0,OUT,2025-10-01,6.0,DOM,TARDE,True
2025-10-12,2025.0,10.0,OUT,2025-10-01,6.0,DOM,MANHA,True
2025-10-12,2025.0,10.0,OUT,2025-10-01,6.0,DOM,NOITE,True
2025-01-01,2025.0,1.0,JAN,2025-01-01,2.0,QUA,NOITE,False
2025-01-01,2025.0,1.0,JAN,2025-01-01,2.0,QUA,MANHA,False
2025-01-01,2025.0,1.0,JAN,2025-01-01,2.0,QUA,MADRUGADA,False
2025-01-02,2025.0,1.0,JAN,2025-01-01,3.0,QUI,MADRUGADA,False
2025-01-02,2025.0,1.0,JAN,2025-01-01,3.0,QUI,TARDE,False
2025-01-03,2025.0,1.0,JAN,2025-01-01,4.0,SEX,MADRUGADA,False
2025-01-04,2025.0,1.0,JAN,2025-01-01,5.0,SAB,MANHA,True
2025-01-04,2025.0,1.0,JAN,2025-01-01,5.0,SAB,,True
2025-01-04,2025.0,1.0,JAN,2025-01-01,5.0,SAB,MADRUGADA,True
2025-01-05,2025.0,1.0,JAN,2025-01-01,6.0,DOM,TARDE,True
2025-01-05,2025.0,1.0,JAN,2025-01-01,6.0,DOM,MANHA,True
2025-01-06,2025.0,1.0,JAN,2025-01-01,0.0,SEG,MADRUGADA,False
2025-01-07,2025.0,1.0,JAN,2025-01-01,1.0,TER,MADRUGADA,False
2025-01-08,2025.0,1.0,JAN,2025-01-01,2.0,QUA,MADRUGADA,False
2025-01-09,2025.0,1.0,JAN,2025-01-01,3.0,QUI,MADRUGADA,False
2025-01-10,2025.0,1.0,JAN,2025-01-01,4.0,SEX,MADRUGADA,False
2025-01-11,2025.0,1.0,JAN,2025-01-01,5.0,SAB,MADRUGADA,True
2025-01-11,2025.0,1.0,JAN,2025-01-01,5.0,SAB,MANHA,True
2025-01-12,2025.0,1.0,JAN,2025-01-01,6.0,DOM,NOITE,True
2025-02-02,2025.0,2.0,FEV,2025-02-01,6.0,DOM,MADRUGADA,True
2025-02-02,2025.0,2.0,FEV,2025-02-01,6.0,DOM,NOITE,True
2025-02-02,2025.0,2.0,FEV,2025-02-01,6.0,DOM,TARDE,True
2025-02-06,2025.0,2.0,FEV,2025-02-01,3.0,QUI,MADRUGADA,False
2025-02-07,2025.0,2.0,FEV,2025-02-01,4.0,SEX,TARDE,False
2025-02-07,2025.0,2.0,FEV,2025-02-01,4.0,SEX,MADRUGADA,False
2025-02-07,2025.0,2.0,FEV,2025-02-01,4.0,SEX,NOITE,False
2025-02-08,2025.0,2.0,FEV,2025-02-01,5.0,SAB,NOITE,True
2025-02-08,2025.0,2.0,FEV,2025-02-01,5.0,SAB,MADRUGADA,True
2025-02-10,2025.0,2.0,FEV,2025-02-01,0.0,SEG,MADRUGADA,False
2025-02-11,2025.0,2.0,FEV,2025-02-01,1.0,TER,MADRUGADA,False
2025-02-12,2025.0,2.0,FEV,2025-02-01,2.0,QUA,MADRUGADA,False
2025-03-01,2025.0,3.0,MAR,2025-03-01,5.0,SAB,MADRUGADA,True
2025-03-02,2025.0,3.0,MAR,2025-03-01,6.0,DOM,NOITE,True
2025-03-02,2025.0,3.0,MAR,2025-03-01,6.0,DOM,,True
2025-03-02,2025.0,3.0,MAR,2025-03-01,6.0,DOM,MADRUGADA,True
2025-03-03,2025.0,3.0,MAR,2025-03-01,0.0,SEG,MADRUGADA,False
2025-03-03,2025.0,3.0,MAR,2025-03-01,0.0,SEG,MANHA,False
2025-03-04,2025.0,3.0,MAR,2025-03-01,1.0,TER,MADRUGADA,False
2025-03-05,2025.0,3.0,MAR,2025-03-01,2.0,QUA,,False
2025-03-05,2025.0,3.0,MAR,2025-03-01,2.0,QUA,MADRUGADA,False
2025-03-06,2025.0,3.0,MAR,2025-03-01,3.0,QUI,,False
2025-03-06,2025.0,3.0,MAR,2025-03-01,3.0,QUI,MADRUGADA,False
2025-03-07,2025.0,3.0,MAR,2025-03-01,4.0,SEX,MADRUGADA,False
2025-03-07,2025.0,3.0,MAR,2025-03-01,4.0,SEX,NOITE,False
2025-03-08,2025.0,3.0,MAR,2025-03-01,5.0,SAB,MADRUGADA,True
2025-03-08,2025.0,3.0,MAR,2025-03-01,5.0,SAB,MANHA,True
2025-03-08,2025.0,3.0,MAR,2025-03-01,5.0,SAB,NOITE,True
2025-03-08,2025.0,3.0,MAR,2025-03-01,5.0,SAB,,True
2025-03-09,2025.0,3.0,MAR,2025-03-01,6.0,DOM,,True
2025-03-09,2025.0,3.0,MAR,2025-03-01,6.0,DOM,NOITE,True
2025-03-09,2025.0,3.0,MAR,2025-03-01,6.0,DOM,MADRUGADA,True
2025-03-10,2025.0,3.0,MAR,2025-03-01,0.0,SEG,MADRUGADA,False
2025-03-11,2025.0,3.0,MAR,2025-03-01,1.0,TER,MANHA,False
2025-03-12,2025.0,3.0,MAR,2025-03-01,2.0,QUA,MADRUGADA,False
2025-03-12,2025.0,3.0,MAR,2025-03-01,2.0,QUA,TARDE,False
2025-03-12,2025.0,3.0,MAR,2025-03-01,2.0,QUA,NOITE,False
2025-04-01,2025.0,4.0,ABR,2025-04-01,1.0,TER,MADRUGADA,False
2025-04-02,2025.0,4.0,ABR,2025-04-01,2.0,QUA,MADRUGADA,False
2025-04-03,2025.0,4.0,ABR,2025-04-01,3.0,QUI,NOITE,False
2025-04-04,2025.0,4.0,ABR,2025-04-01,4.0,SEX,MADRUGADA,False
2025-04-05,2025.0,4.0,ABR,2025-04-01,5.0,SAB,,True
2025-04-05,2025.0,4.0,ABR,2025-04-01,5.0,SAB,MADRUGADA,True
2025-04-06,2025.0,4.0,ABR,2025-04-01,6.0,DOM,MANHA,True
2025-04-06,2025.0,4.0,ABR,2025-04-01,6.0,DOM,MADRUGADA,True
2025-04-07,2025.0,4.0,ABR,2025-04-01,0.0,SEG,MADRUGADA,False
2025-04-09,2025.0,4.0,ABR,2025-04-01,2.0,QUA,MANHA,False
2025-04-09,2025.0,4.0,ABR,2025-04-01,2.0,QUA,MADRUGADA,False
2025-04-10,2025.0,4.0,ABR,2025-04-01,3.0,QUI,NOITE,False
2025-04-11,2025.0,4.0,ABR,2025-04-01,4.0,SEX,,False
2025-04-11,2025.0,4.0,ABR,2025-04-01,4.0,SEX,MADRUGADA,False
2025-04-12,2025.0,4.0,ABR,2025-04-01,5.0,SAB,TARDE,True
2025-04-12,2025.0,4.0,ABR,2025-04-01,5.0,SAB,MANHA,True
2025-04-12,2025.0,4.0,ABR,2025-04-01,5.0,SAB,,True
2025-05-01,2025.0,5.0,MAI,2025-05-01,3.0,QUI,MANHA,False
2025-05-01,2025.0,5.0,MAI,2025-05-01,3.0,QUI,TARDE,False
2025-05-01,2025.0,5.0,MAI,2025-05-01,3.0,QUI,MADRUGADA,False
2025-05-02,2025.0,5.0,MAI,2025-05-01,4.0,SEX,MADRUGADA,False
2025-05-02,2025.0,5.0,MAI,2025-05-01,4.0,SEX,NOITE,False
2025-05-03,2025.0,5.0,MAI,2025-05-01,5.0,SAB,,True
2025-05-03,2025.0,5.0,MAI,2025-05-01,5.0,SAB,MANHA,True
2025-05-03,2025.0,5.0,MAI,2025-05-01,5.0,SAB,NOITE,True
2025-05-04,2025.0,5.0,MAI,2025-05-01,6.0,DOM,TARDE,True
2025-05-04,2025.0,5.0,MAI,2025-05-01,6.0,DOM,MANHA,True
2025-05-05,2025.0,5.0,MAI,2025-05-01,0.0,SEG,,False
2025-05-05,2025.0,5.0,MAI,2025-05-01,0.0,SEG,TARDE,False
2025-05-05,2025.0,5.0,MAI,2025-05-01,0.0,SEG,NOITE,False
2025-05-07,2025.0,5.0,MAI,2025-05-01,2.0,QUA,,False
2025-05-07,2025.0,5.0,MAI,2025-05-01,2.0,QUA,MADRUGADA,False
2025-05-07,2025.0,5.0,MAI,2025-05-01,2.0,QUA,NOITE,False
2025-05-08,2025.0,5.0,MAI,2025-05-01,3.0,QUI,MANHA,False
2025-05-08,2025.0,5.0,MAI,2025-05-01,3.0,QUI,MADRUGADA,False
2025-05-09,2025.0,5.0,MAI,2025-05-01,4.0,SEX,MADRUGADA,False
2025-05-10,2025.0,5.0,MAI,2025-05-01,5.0,SAB,MADRUGADA,True
2025-05-10,2025.0,5.0,MAI,2025-05-01,5.0,SAB,NOITE,True
2025-05-11,2025.0,5.0,MAI,2025-05-01,6.0,DOM,TARDE,True
2025-05-11,2025.0,5.0,MAI,2025-05-01,6.0,DOM,,True
2025-05-11,2025.0,5.0,MAI,2025-05-01,6.0,DOM,NOITE,True
2025-05-11,2025.0,5.0,MAI,2025-05-01,6.0,DOM,MADRUGADA,True
2025-05-12,2025.0,5.0,MAI,2025-05-01,0.0,SEG,MADRUGADA,False
2025-06-01,2025.0,6.0,JUN,2025-06-01,6.0,DOM,,True
2025-06-01,2025.0,6.0,JUN,2025-06-01,6.0,DOM,TARDE,True
2025-06-01,2025.0,6.0,JUN,2025-06-01,6.0,DOM,NOITE,True
2025-06-01,2025.0,6.0,JUN,2025-06-01,6.0,DOM,MANHA,True
2025-06-01,2025.0,6.0,JUN,2025-06-01,6.0,DOM,MADRUGADA,True
2025-06-02,2025.0,6.0,JUN,2025-06-01,0.0,SEG,MADRUGADA,False
2025-06-03,2025.0,6.0,JUN,2025-06-01,1.0,TER,MANHA,False
2025-06-03,2025.0,6.0,JUN,2025-06-01,1.0,TER,MADRUGADA,False
2025-06-03,2025.0,6.0,JUN,2025-06-01,1.0,TER,NOITE,False
2025-06-04,2025.0,6.0,JUN,2025-06-01,2.0,QUA,MADRUGADA,False
2025-06-05,2025.0,6.0,JUN,2025-06-01,3.0,QUI,MADRUGADA,False
2025-06-06,2025.0,6.0,JUN,2025-06-01,4.0,SEX,MADRUGADA,False
2025-06-07,2025.0,6.0,JUN,2025-06-01,5.0,SAB,MADRUGADA,True
2025-06-07,2025.0,6.0,JUN,2025-06-01,5.0,SAB,TARDE,True
2025-06-07,2025.0,6.0,JUN,2025-06-01,5.0,SAB,NOITE,True
2025-06-08,2025.0,6.0,JUN,2025-06-01,6.0,DOM,MANHA,True
2025-06-08,2025.0,6.0,JUN,2025-06-01,6.0,DOM,TARDE,True
2025-06-08,2025.0,6.0,JUN,2025-06-01,6.0,DOM,NOITE,True
2025-06-08,2025.0,6.0,JUN,2025-06-01,6.0,DOM,MADRUGADA,True
2025-06-09,2025.0,6.0,JUN,2025-06-01,0.0,SEG,MADRUGADA,False
2025-06-09,2025.0,6.0,JUN,2025-06-01,0.0,SEG,NOITE,False
2025-06-10,2025.0,6.0,JUN,2025-06-01,1.0,TER,MADRUGADA,False
2025-06-11,2025.0,6.0,JUN,2025-06-01,2.0,QUA,,False
2025-06-11,2025.0,6.0,JUN,2025-06-01,2.0,QUA,MADRUGADA,False
2025-06-12,2025.0,6.0,JUN,2025-06-01,3.0,QUI,MANHA,False
2025-06-12,2025.0,6.0,JUN,2025-06-01,3.0,QUI,MADRUGADA,False
2025-07-01,2025.0,7.0,JUL,2025-07-01,1.0,TER,TARDE,False
2025-07-02,2025.0,7.0,JUL,2025-07-01,2.0,QUA,MADRUGADA,False
2025-07-03,2025.0,7.0,JUL,2025-07-01,3.0,QUI,MADRUGADA,False
2025-07-04,2025.0,7.0,JUL,2025-07-01,4.0,SEX,,False
2025-07-04,2025.0,7.0,JUL,2025-07-01,4.0,SEX,MADRUGADA,False
2025-07-05,2025.0,7.0,JUL,2025-07-01,5.0,SAB,TARDE,True
2025-07-05,2025.0,7.0,JUL,2025-07-01,5.0,SAB,MANHA,True
2025-07-05,2025.0,7.0,JUL,2025-07-01,5.0,SAB,MADRUGADA,True
2025-07-06,2025.0,7.0,JUL,2025-07-01,6.0,DOM,MANHA,True
2025-07-06,2025.0,7.0,JUL,2025-07-01,6.0,DOM,TARDE,True
2025-07-06,2025.0,7.0,JUL,2025-07-01,6.0,DOM,,True
2025-07-06,2025.0,7.0,JUL,2025-07-01,6.0,DOM,MADRUGADA,True
2025-07-07,2025.0,7.0,JUL,2025-07-01,0.0,SEG,,False
2025-07-07,2025.0,7.0,JUL,2025-07-01,0.0,SEG,MADRUGADA,False
2025-07-08,2025.0,7.0,JUL,2025-07-01,1.0,TER,NOITE,False
2025-07-08,2025.0,7.0,JUL,2025-07-01,1.0,TER,,False
2025-07-09,2025.0,7.0,JUL,2025-07-01,2.0,QUA,,False
2025-07-09,2025.0,7.0,JUL,2025-07-01,2.0,QUA,MADRUGADA,False
2025-07-09,2025.0,7.0,JUL,2025-07-01,2.0,QUA,NOITE,False
2025-07-10,2025.0,7.0,JUL,2025-07-01,3.0,QUI,,False
2025-07-10,2025.0,7.0,JUL,2025-07-01,3.0,QUI,NOITE,False
2025-07-11,2025.0,7.0,JUL,2025-07-01,4.0,SEX,,False
2025-07-12,2025.0,7.0,JUL,2025-07-01,5.0,SAB,MADRUGADA,True
2025-07-12,2025.0,7.0,JUL,2025-07-01,5.0,SAB,NOITE,True
2025-07-12,2025.0,7.0,JUL,2025-07-01,5.0,SAB,,True
2025-08-01,2025.0,8.0,AGO,2025-08-01,4.0,SEX,MADRUGADA,False
2025-08-02,2025.0,8.0,AGO,2025-08-01,5.0,SAB,NOITE,True
2025-08-02,2025.0,8.0,AGO,2025-08-01,5.0,SAB,MADRUGADA,True
2025-08-03,2025.0,8.0,AGO,2025-08-01,6.0,DOM,MADRUGADA,True
2025-08-03,2025.0,8.0,AGO,2025-08-01,6.0,DOM,MANHA,True
2025-08-03,2025.0,8.0,AGO,2025-08-01,6.0,DOM,,True
2025-08-03,2025.0,8.0,AGO,2025-08-01,6.0,DOM,NOITE,True
2025-08-04,2025.0,8.0,AGO,2025-08-01,0.0,SEG,MADRUGADA,False
2025-08-04,2025.0,8.0,AGO,2025-08-01,0.0,SEG,,False
2025-08-04,2025.0,8.0,AGO,2025-08-01,0.0,SEG,NOITE,False
2025-08-06,2025.0,8.0,AGO,2025-08-01,2.0,QUA,,False
2025-08-06,2025.0,8.0,AGO,2025-08-01,2.0,QUA,MADRUGADA,False
2025-08-07,2025.0,8.0,AGO,2025-08-01,3.0,QUI,,False
2025-08-07,2025.0,8.0,AGO,2025-08-01,3.0,QUI,MADRUGADA,False
2025-08-07,2025.0,8.0,AGO,2025-08-01,3.0,QUI,MANHA,False
2025-08-08,2025.0,8.0,AGO,2025-08-01,4.0,SEX,,False
2025-08-09,2025.0,8.0,AGO,2025-08-01,5.0,SAB,MADRUGADA,True
2025-08-09,2025.0,8.0,AGO,2025-08-01,5.0,SAB,,True
2025-08-10,2025.0,8.0,AGO,2025-08-01,6.0,DOM,MANHA,True
2025-08-10,2025.0,8.0,AGO,2025-08-01,6.0,DOM,TARDE,True
2025-08-10,2025.0,8.0,AGO,2025-08-01,6.0,DOM,NOITE,True
2025-08-11,2025.0,8.0,AGO,2025-08-01,0.0,SEG,,False
2025-08-11,2025.0,8.0,AGO,2025-08-01,0.0,SEG,MADRUGADA,False
2025-09-02,2025.0,9.0,SET,2025-09-01,1.0,TER,NOITE,False
2025-09-05,2025.0,9.0,SET,2025-09-01,4.0,SEX,,False
2025-09-05,2025.0,9.0,SET,2025-09-01,4.0,SEX,MADRUGADA,False
2025-09-05,2025.0,9.0,SET,2025-09-01,4.0,SEX,NOITE,False
2025-09-06,2025.0,9.0,SET,2025-09-01,5.0,SAB,NOITE,True
2025-09-06,2025.0,9.0,SET,2025-09-01,5.0,SAB,,True
2025-09-06,2025.0,9.0,SET,2025-09-01,5.0,SAB,MADRUGADA,True
2025-09-07,2025.0,9.0,SET,2025-09-01,6.0,DOM,NOITE,True
2025-09-07,2025.0,9.0,SET,2025-09-01,6.0,DOM,MADRUGADA,True
2025-09-07,2025.0,9.0,SET,2025-09-01,6.0,DOM,,True
2025-09-08,2025.0,9.0,SET,2025-09-01,0.0,SEG,MANHA,False
2025-09-09,2025.0,9.0,SET,2025-09-01,1.0,TER,TARDE,False
2025-09-09,2025.0,9.0,SET,2025-09-01,1.0,TER,NOITE,False
2025-09-11,2025.0,9.0,SET,2025-09-01,3.0,QUI,MADRUGADA,False
2025-09-12,2025.0,9.0,SET,2025-09-01,4.0,SEX,MADRUGADA,False
2025-09-12,2025.0,9.0,SET,2025-09-01,4.0,SEX,,False
2025-10-03,2025.0,10.0,OUT,2025-10-01,4.0,SEX,MADRUGADA,False
2025-10-03,2025.0,10.0,OUT,2025-10-01,4.0,SEX,NOITE,False
2025-10-04,2025.0,10.0,OUT,2025-10-01,5.0,SAB,TARDE,True
2025-10-04,2025.0,10.0,OUT,2025-10-01,5.0,SAB,NOITE,True
2025-10-04,2025.0,10.0,OUT,2025-10-01,5.0,SAB,,True
2025-10-05,2025.0,10.0,OUT,2025-10-01,6.0,DOM,TARDE,True
2025-10-05,2025.0,10.0,OUT,2025-10-01,6.0,DOM,MADRUGADA,True
2025-10-06,2025.0,10.0,OUT,2025-10-01,0.0,SEG,MADRUGADA,False
2025-10-09,2025.0,10.0,OUT,2025-10-01,3.0,QUI,,False
2025-10-10,2025.0,10.0,OUT,2025-10-01,4.0,SEX,,False
2025-10-10,2025.0,10.0,OUT,2025-10-01,4.0,SEX,MADRUGADA,False
2025-10-11,2025.0,10.0,OUT,2025-10-01,5.0,SAB,,True
2025-10-11,2025.0,10.0,OUT,2025-10-01,5.0,SAB,MADRUGADA,True
2025-10-11,2025.0,10.0,OUT,2025-10-01,5.0,SAB,NOITE,True
2025-10-12,2025.0,10.0,OUT,2025-10-01,6.0,DOM,MADRUGADA,True
2025-10-12,2025.0,10.0,OUT,2025-10-01,6.0,DOM,,True
